Algoritm,Iterationer,X^2,PVärde,Gräns värde,Signifikant,Kort0_Std,Kort1_Std,Kort2_Std,Kort3_Std,Kort4_Std,Kort5_Std,Kort6_Std,Kort7_Std,Kort8_Std,Kort9_Std,Kort10_Std,Kort11_Std,Kort12_Std,Kort13_Std,Kort14_Std,Kort15_Std,Kort16_Std,Kort17_Std,Kort18_Std,Kort19_Std,Kort20_Std,Kort21_Std,Kort22_Std,Kort23_Std,Kort24_Std,Kort25_Std,Kort26_Std,Kort27_Std,Kort28_Std,Kort29_Std,Kort30_Std,Kort31_Std,Kort32_Std,Kort33_Std,Kort34_Std,Kort35_Std,Kort36_Std,Kort37_Std,Kort38_Std,Kort39_Std,Kort40_Std,Kort41_Std,Kort42_Std,Kort43_Std,Kort44_Std,Kort45_Std,Kort46_Std,Kort47_Std,Kort48_Std,Kort49_Std,Kort50_Std,Kort51_Std,Kort0_Medelvärde,Kort1_Medelvärde,Kort2_Medelvärde,Kort3_Medelvärde,Kort4_Medelvärde,Kort5_Medelvärde,Kort6_Medelvärde,Kort7_Medelvärde,Kort8_Medelvärde,Kort9_Medelvärde,Kort10_Medelvärde,Kort11_Medelvärde,Kort12_Medelvärde,Kort13_Medelvärde,Kort14_Medelvärde,Kort15_Medelvärde,Kort16_Medelvärde,Kort17_Medelvärde,Kort18_Medelvärde,Kort19_Medelvärde,Kort20_Medelvärde,Kort21_Medelvärde,Kort22_Medelvärde,Kort23_Medelvärde,Kort24_Medelvärde,Kort25_Medelvärde,Kort26_Medelvärde,Kort27_Medelvärde,Kort28_Medelvärde,Kort29_Medelvärde,Kort30_Medelvärde,Kort31_Medelvärde,Kort32_Medelvärde,Kort33_Medelvärde,Kort34_Medelvärde,Kort35_Medelvärde,Kort36_Medelvärde,Kort37_Medelvärde,Kort38_Medelvärde,Kort39_Medelvärde,Kort40_Medelvärde,Kort41_Medelvärde,Kort42_Medelvärde,Kort43_Medelvärde,Kort44_Medelvärde,Kort45_Medelvärde,Kort46_Medelvärde,Kort47_Medelvärde,Kort48_Medelvärde,Kort49_Medelvärde,Kort50_Medelvärde,Kort51_Medelvärde
Soc pile shuffle,4,8.018969231538154,0.5322357096619309,16.918977604620448,Nej,15.009434944543273,15.004900424172533,15.006507663290144,15.008608711862717,15.009718517096479,15.012708118896201,15.010644247144047,15.00559774844214,14.998028157775462,15.008676278391345,15.013286313740558,15.003985009127216,15.012039093753828,15.00774141649813,15.006315076294827,15.005599204030338,15.008964886515512,15.012478327420986,15.009290001205596,15.008371983267839,15.00568056319998,15.010037033938515,15.020051318625846,15.008432811980734,15.011681860794084,15.007465766910355,15.005677989766134,15.004518044674874,15.003991513814471,15.009406492387345,15.005180540664057,15.008389791739061,15.009398082920393,15.015942031056053,15.010578290032793,15.003886572536754,15.006357643305074,15.008923564226722,15.009108089392921,15.003655358794473,15.005004333516487,15.007059958896836,15.006931969629482,15.007605519244418,15.011714115442949,15.012057209042847,15.004853582833126,15.009385528618582,15.00563962864742,15.008832521003406,15.013979947836985,15.008522477374962,25.438466771323913,25.519715270723673,25.507567642441593,25.487736633114785,25.497295533598056,25.495548681010867,25.50293317326931,25.504676639886725,25.50015698587127,25.510782159017452,25.49676024255856,25.497750792624743,25.500073567888695,25.513948964201067,25.491480592236893,25.50750792624742,25.510944069935668,25.49332194416228,25.50803644534737,25.507306614953674,25.516743928340567,25.500851417490072,25.505472034967834,25.50258380275187,25.488551112752795,25.490093575891894,25.495046941853666,25.497547942253824,25.500311509219074,25.48747837596577,25.495880198233138,25.51119063009819,25.502184566134147,25.502886077507927,25.485503124326655,25.476799335118663,25.50217840982547,25.500500507895467,25.503843691322682,25.49612952873457,25.49776033490319,25.493286545387384,25.51245790623942,25.505309200603318,25.494347277372487,25.504191214947518,25.503207744636317,25.496773478622217,25.485032166712838,25.499003293625144,25.500342290762458,25.55450118508942
Soc pile shuffle,5,5.086381244734229,0.8267140845014861,16.918977604620448,Nej,15.00964146326319,15.008674209735357,15.001684046683337,15.001559010087474,15.007222857707085,15.007380772157891,15.010319179499694,15.0053247719401,15.009015141920019,15.015221129963928,15.01094804691897,15.012436054363237,15.007808865532843,15.012424863330805,15.00716603820343,15.007433144700713,15.00704554936385,15.008351581291295,15.003642072341794,15.009931169464576,15.007917730774066,15.01263990332439,15.009564323315068,15.000238305785425,15.011015112937672,15.004890580396687,15.004639027137303,15.008726311808058,15.009327695832411,15.00706911620558,15.006297708279723,15.009671621412199,15.001276045702257,15.006229087195566,15.006514563757541,15.007628800248412,15.013245620686899,15.011426649739565,15.007076168337479,15.014517072077048,15.009674369155357,15.00677343624267,15.012801669629777,15.005027947246068,15.013556177014435,15.007173924712607,15.006302354217326,15.004375040711107,15.009349604462695,15.016967984736821,15.009346352101966,15.008545367527496,25.476276664511957,25.49829839628159,25.50835749684489,25.499632776187397,25.508921722535167,25.498811524609845,25.50357435281805,25.500630406008558,25.509086403792285,25.50205990088343,25.50464216455813,25.47913534644627,25.500570381998955,25.486802105457567,25.50052790346908,25.501548311632344,25.48459014374981,25.487732015883278,25.505762920552836,25.493652845753687,25.504052698002276,25.488096161541538,25.512643211130605,25.495315356911995,25.49636593098778,25.511376242804815,25.498348262381874,25.50285837411888,25.498922030350602,25.51225013082156,25.493088004432543,25.50461600024625,25.50486902453289,25.50450333979746,25.500996706374856,25.50869178440607,25.495575768769047,25.50112506541078,25.493580201311293,25.486917844060702,25.495123587896696,25.50015852494844,25.500972081140148,25.493671622495153,25.507716009480717,25.477084680025857,25.51590882506849,25.49662634284483,25.52201988487703,25.50949518268846,25.501952781112443,25.51446455505279
Soc pile shuffle,6,11.478106756452268,0.24435423364694406,16.918977604620448,Nej,15.008965661586773,15.010360879854266,15.010530982361903,15.007976840964576,15.010922093161877,15.00583875277911,15.006218320694584,15.006609346763502,15.01531669796649,15.00453841071842,14.998434645185128,15.002580000759897,15.013076252466888,15.000529626658347,15.00985509199752,15.006789310058494,15.013832835642209,15.010673955248858,15.012992244069109,15.005124369289735,15.00782532007853,15.010861252102151,15.015804974331044,15.011772663980642,15.014129749558322,15.00668906183237,15.015450255926448,15.002882667585094,15.00180360181067,15.007416470441745,15.007572696302141,15.005925131837095,15.005169815294684,15.009033951743158,15.006370669928097,15.011472682574514,15.01239708567208,15.00407510375247,15.012370595619865,15.013580536472762,15.00346179656406,15.003661822090237,15.016032354457664,15.014406027264299,15.006720125973379,15.006551951882914,15.00560006863983,15.010982965881553,15.004883094694412,15.002069322608547,15.004799943506072,15.010081815104819,25.487209037461138,25.508012127928094,25.490738757041278,25.507715393849846,25.494874873026134,25.482600116969866,25.504629544125343,25.492281527995814,25.501933696555547,25.499207375257797,25.48774278942346,25.516212638901713,25.489666943700556,25.492349555206697,25.494965062948257,25.504309416074122,25.485078031212485,25.506940930218242,25.507718164188752,25.513584818542803,25.49858097084988,25.49326715301505,25.49283282543787,25.51211900144673,25.502876535229476,25.498000738757042,25.513316711299904,25.5037765875581,25.497954258626528,25.505967617816356,25.51289438852464,25.496977868070307,25.489848246991105,25.505816172622897,25.48383137870533,25.50958198664081,25.488083233293317,25.484671099208914,25.511915227629512,25.497700926524455,25.510728291316525,25.51099301258965,25.501432573029213,25.516782097454367,25.50136947086527,25.487038815526212,25.482465601625265,25.50550035398775,25.497763720872964,25.5024077323237,25.504735740450027,25.510998861082896
Soc pile shuffle,7,5.055976293432876,0.8294016072626507,16.918977604620448,Nej,15.008403600307169,15.013753073164793,15.004466404768381,15.005826281947677,15.004622207583534,15.006567800748927,15.005409209892424,15.005014087946643,15.016215362722944,15.00919217057574,15.008502371144456,15.014792071605877,15.011523980859169,15.003539613408833,15.010243569416184,15.005401717323132,15.007949644990106,15.012459431534294,15.007517626098041,15.006851708108433,15.015926333392358,15.009244580301793,15.00276291834518,15.008462178625349,15.002360160559139,15.010225041684183,15.008109469669236,15.003368171191251,15.009237790102967,15.00210214532555,15.00892413556133,15.009164094167332,15.006354169911413,15.013986534567133,15.005504487825684,15.01082439041407,15.00627605876649,15.008437102071321,15.009858174358499,15.002565042350055,15.014395994926671,15.00858414880387,15.00395216538696,15.009959667160452,15.014862416159808,15.011344659929833,15.00784740362467,15.00549304275498,15.006963094805146,15.011548701998638,15.004726601221503,15.011463050621426,25.497155477575646,25.494500569458552,25.50422230430634,25.514376519838706,25.505728753039676,25.507071136146767,25.495598547111154,25.496798411672362,25.496995413550035,25.49749653707637,25.491911226028872,25.5110416474282,25.493800289346506,25.48938529257857,25.492201188167574,25.491744082248285,25.507176101209716,25.50359651552929,25.50235663496168,25.49329239388063,25.52293317326931,25.5134684643088,25.48597100378613,25.4976476744544,25.495315356911995,25.506941853664543,25.495027549481332,25.493703019669407,25.498698248530182,25.48823775664112,25.498326715301506,25.495411395327363,25.5001545233478,25.504145658263305,25.503313940961,25.509743897559023,25.49920152676455,25.508760735063255,25.488391972173485,25.50514605842337,25.50826022716779,25.49600363222212,25.511667744020684,25.50570197309693,25.50170314279558,25.495738910948994,25.490797241973713,25.506166466586635,25.48855819250777,25.495643180349063,25.497572875303966,25.50519684796996
Soc pile shuffle,8,12.61843525823593,0.18064520509797194,16.918977604620448,Nej,15.006676888715152,15.008808782119806,15.010736699775332,15.01011890938258,15.010555438956347,15.002567283350961,15.01327750852818,15.000411086327047,15.005197646832464,15.003658753664286,15.008890325740651,15.006185329789318,15.009515105426587,15.008089297766272,15.000394476158005,15.008495153826692,15.006429101637774,15.004684196681481,15.004368669231901,15.00868977486181,15.010574003794032,15.009610083473243,15.013491227005549,15.012313495947206,15.001932481212744,15.008235808598346,15.010204892217097,15.01057264379683,15.019048559533525,15.010504529073081,15.008634251010456,15.008301334277872,15.002609354842962,15.013955150113864,15.004467573000333,15.003507858688977,15.009020453634799,15.010070697756788,15.012733444280107,15.009658168141396,15.009521209430833,15.003334593391582,15.003890389359045,15.011054225101422,15.009482985121476,15.011928199645004,15.011798461620586,15.008867862538189,15.010866738181578,15.004532626119136,15.012236221626507,15.008378828597241,25.50914889032536,25.50577123156955,25.488455074337427,25.496894450087726,25.498126635269493,25.507598731800414,25.49690984085942,25.498952196263122,25.49344999538277,25.493302551789945,25.50451380552221,25.50808354110875,25.50168251916151,25.486622649059623,25.50515867885616,25.496747622125774,25.500792932557637,25.50794810231785,25.504840705512976,25.48893803675316,25.50857327546403,25.495080493735955,25.49558869701727,25.491644657863144,25.497438359959368,25.493470619016836,25.494745898359344,25.49116785175609,25.508955582232893,25.506987410348756,25.49985194077631,25.519225536368392,25.503066457352173,25.496178471388557,25.494075476344385,25.498685935912828,25.501384246006094,25.507712623510944,25.493025210084035,25.513761504601842,25.5013479237849,25.49695755225167,25.51379905808477,25.49975805706898,25.49424385138671,25.494899806076276,25.51056915073722,25.507743097238894,25.499748822605966,25.49542555483732,25.501135838950965,25.47981284821621
Soc pile shuffle,9,9.915273798150483,0.35738777574975805,16.918977604620448,Nej,15.010604124476506,15.007176766691158,15.008954816229284,15.010976568002608,15.009427752363019,15.010650630687746,15.013302029253142,15.00681892562796,15.004583774810369,15.008184961697944,15.006499779432712,15.009270100220398,15.004505991837869,15.009374534513801,15.00508315778659,15.00744378175602,15.008785573439464,15.01523398645928,15.008576518955046,15.012125123158476,15.009733962761274,15.01450521811233,15.008243243024452,15.008986605311787,15.008166877730128,15.004336866589561,15.011416658280414,15.006933173376156,15.004540905015908,15.00863965919798,15.007274665250462,15.008011998715508,15.006879355544198,15.007551770141397,15.009706515350205,15.013944840236812,15.009105986242815,15.003062050872742,15.005967252778035,15.010026491128352,15.009205807419335,15.011402830937362,15.01092332045427,15.006501911080992,15.009350825959663,15.003715693079505,15.005421598866421,15.013728464521698,15.003266522956984,15.01027789038445,15.003267862022973,15.001330366762339,25.50461199864561,25.507418967587036,25.511358697325083,25.49860898205436,25.4887102533321,25.501017022193494,25.505578231292517,25.513160033244066,25.50103272078062,25.496455813094467,25.509162742019885,25.495610859728508,25.492103610675038,25.481283898174656,25.501291593560502,25.48976113522332,25.489569058392586,25.485991627420198,25.51963062147936,25.517691076430573,25.532998122325854,25.481231261735463,25.498694554744976,25.490058177117,25.494613229907348,25.519869178440608,25.499559208298702,25.48653707636901,25.491792101455967,25.497602117770185,25.507295841413487,25.506204327885,25.50315695508973,25.510594699418228,25.496481053960046,25.499395142672455,25.480772001108136,25.49998399359744,25.493367808661926,25.4991137993659,25.501412565026012,25.509436389940593,25.49730292116847,25.497718472004188,25.49983193277311,25.48738510788931,25.511757010496506,25.507542709391448,25.50531412565026,25.49101363622372,25.489811924769906,25.50210361067504
Wheel spiny,1,12.639266632964809,0.17961980770815184,16.918977604620448,Nej,15.008580104183238,15.006715872248693,15.0110598321766,15.005398491821676,14.999432333828516,15.011536946228139,15.015322880559955,15.013733251588654,15.002775381360761,15.006661828457627,15.006445104651519,15.007065109464165,15.013596672635096,15.010124652837648,15.007435523751035,15.008855360635062,15.008718502189135,15.00963780798329,15.007627905978891,15.014508682127275,15.010192426976356,15.006927409776809,15.005906071425441,15.011443136093565,15.008348491193225,15.0099370912825,15.012018175092772,15.012446186224231,15.009047488941592,15.008164129408408,15.010733002655789,15.005824088036972,15.01291627992784,15.003276415929644,15.007819528363182,15.010593064735426,15.002492860855021,15.009016407019963,15.006663606374184,15.008811263046617,15.002685242758325,15.008544948176356,15.002818820700332,15.012960294414203,15.005338287913109,15.00874473226563,15.005096196375469,15.001232546514743,15.010953767568077,15.013081443304248,15.004504547960936,15.009352658390023,25.5015987933635,25.50786283744267,25.484452242435434,25.50748299319728,25.498310708898945,25.497156093206513,25.50318588974051,25.501342690922524,25.4995955305199,25.50361098285468,25.495785391079508,25.496228953119708,25.506105519130728,25.494474405146676,25.50246929541047,25.492038045987627,25.506029796533998,25.496919690953305,25.504856711915536,25.50179548742574,25.49458152491766,25.489230461415335,25.497642749407454,25.50384830855419,25.503607289069475,25.500644565518517,25.504166897528243,25.503843691322682,25.498267614738204,25.505211930926215,25.496598639455783,25.507047742173793,25.50257025887278,25.509726659894728,25.50468495090344,25.506512143318865,25.505660725828793,25.500513436143688,25.50200080032013,25.513862160248713,25.485777695693663,25.501626496752547,25.494178286699295,25.500139748206976,25.499311724689875,25.48737002493305,25.506890140671654,25.49213716255733,25.495098039215687,25.48756271739465,25.5030048942654,25.495378459075937
Wheel spiny,10,4.4577552605393596,0.8787899476464814,16.918977604620448,Nej,15.00579833360071,15.00664013305573,15.001565105980045,15.008516598427299,15.006130997231798,15.009437237045683,15.006120585214589,15.006241116797227,15.008074162669784,15.006318211973062,15.016750728183773,15.007427786258967,15.007202446392432,15.012230751737603,15.012647173905439,15.00837782253187,15.007231637660622,15.008016143659553,15.009324124417068,15.0058067824043,15.00565601579874,15.017108066395238,15.008710458867267,15.007869843882577,15.006337110056014,15.008091173487419,15.013687110960502,15.01365898711847,15.006660559418549,15.003419696755092,15.01124429719718,15.009719077722536,15.005492824746433,15.014295306691475,15.00600671245938,15.00129896279028,15.006983843383459,15.011937862254664,15.004149769586677,15.01308003100878,15.006956581420793,14.997832389774196,15.011426348721953,15.004541344907382,15.005998833549794,15.01225715653221,15.009133855619327,15.008930412346606,15.013393325761427,15.006553496853051,15.01276349605278,15.007983282087718,25.492068211900143,25.49445870655955,25.501386708529566,25.512714316495828,25.510494043771356,25.49852125465571,25.50505279034691,25.49662634284483,25.51532766952935,25.499864869024535,25.498020131129376,25.470462954412532,25.491867824052697,25.513811678517563,25.498740727060056,25.49992119924893,25.505218395050328,25.50145412010958,25.486916920614398,25.498190353064302,25.499784529196294,25.49645211930926,25.497489149505956,25.5056835041709,25.511033028596053,25.516312371102288,25.492747560562687,25.516702988887864,25.503424446701757,25.496673746421646,25.49697109613076,25.503556499522887,25.509428386739312,25.497504848093083,25.493587588881706,25.49936620802167,25.50137993659002,25.51613753193585,25.498600671037646,25.5072822975344,25.501953704558748,25.512068827531014,25.48233755040478,25.48521685597316,25.493777818819837,25.50740603933881,25.494095484347586,25.47908578816142,25.496264967525473,25.492533321020716,25.500456490288425,25.503565426170468
Wheel spiny,2,10.161811546408476,0.3375452626101023,16.918977604620448,Nej,15.005581114153612,15.007528556249714,15.011303138358723,15.008624467328065,15.009234964656224,15.009851577033302,15.013966836632708,14.997128054059024,15.009468047933328,15.010281545766764,15.009417545090644,15.00151957322709,15.010883084723845,15.006438267105333,15.01104062696614,15.008146483734892,15.014210011674397,15.013891362598697,15.002025870072432,15.008500247064967,15.006784103583376,15.007306198192584,15.003861010209826,15.008066524663194,15.008925499595673,15.002340327626225,15.015827916818852,15.007986820560037,15.010620824323267,15.015743300909385,15.011943263786671,15.006495588680586,15.001033960394405,15.006887765477018,15.00237479226912,15.002404804983147,15.01022335142547,15.00789444347104,15.009767726186215,15.008771023621604,15.010109911211217,15.005650072693166,15.00659366825509,15.004368521060115,15.010723133855832,15.013967513332192,15.010120385721384,15.009946769080198,15.008026082900772,15.007367785442952,15.011526693689277,15.010376358022683,25.494596915689353,25.498224520577462,25.483989595838334,25.483652845753685,25.486765167605505,25.505238710868962,25.516226798411672,25.515424631391017,25.505389232616125,25.49123033828916,25.490207775417858,25.49267368485856,25.503675931911225,25.494496875673345,25.498042293840612,25.510153907716933,25.48934158278696,25.499943977591037,25.497152399421307,25.507957028965432,25.502216886754702,25.512966417336166,25.511881983562656,25.507648597900697,25.50859636162157,25.5070732908548,25.501416874442086,25.48689137193339,25.51180041247268,25.507686767014498,25.4931785021701,25.50202788807831,25.493754732662296,25.498049065780158,25.496194477791118,25.495792470834488,25.505005694585527,25.500819712500384,25.500908978976206,25.504309723889556,25.50387939791301,25.49579093175732,25.495416320374304,25.491575399390527,25.510171453196662,25.489809154431004,25.49299627543325,25.501521223874164,25.5023313940961,25.5016560470342,25.50408717333087,25.498160802782653
Wheel spiny,3,17.780775265527314,0.03780382066765143,16.918977604620448,Ja,15.01418191319481,15.007965273289685,15.012214293458372,15.006060749285044,15.007072062084488,15.005412554656807,15.00617716216985,15.013163591207958,15.009415794246102,15.00682684516417,15.006130159453825,15.012106867337533,15.011103531183998,15.009048280273733,15.010359936110728,15.009720123412777,15.014017310109086,15.013699859795656,15.005790215787053,15.008925150190459,15.010356454696785,15.006745240055618,15.00788438139165,15.007800505913726,15.01223548738503,15.01224457102749,15.005893536806601,15.009279861133539,15.008402849804414,14.999122502782356,15.002755395604028,15.01149921146241,15.005909543055003,15.006524997701186,15.010389593106787,15.003400955516788,15.013746976358815,15.008356511439324,15.005074486565062,15.009435264822297,15.008770862195785,15.009401994718175,15.007072325285833,15.002389780427398,15.017406574238294,15.000964255093503,15.001042750040208,15.00937219637122,15.00820836438111,15.005812800627053,15.012073208349193,15.004098049050892,25.492349247391264,25.514354357127466,25.49588266075661,25.497458675778002,25.492592113768584,25.502136854741895,25.49637732015883,25.506210484193677,25.51484840089882,25.502249207375257,25.505068181118602,25.48347246590944,25.509943669775602,25.491466432726938,25.491722535167913,25.509101486748545,25.48983593437375,25.49336011327608,25.508037368793673,25.495032782343706,25.502835903592207,25.496519838704714,25.50202727244744,25.503338874011142,25.505866654354048,25.496328685320282,25.498414134884722,25.48741311909379,25.503658078616063,25.480730753839996,25.495077415581616,25.500923754117032,25.48012281835811,25.497788961738543,25.517405423707945,25.499055314433466,25.494592298457846,25.511901683750423,25.50227475605627,25.490367531628035,25.50756825807246,25.506277280142825,25.509092867916397,25.5141238033675,25.499114107181335,25.5016378859236,25.500039708190968,25.50207652291686,25.507860067103763,25.5053753809216,25.48617970265029,25.502510850494044
Wheel spiny,4,7.957366910759856,0.5384482734138252,16.918977604620448,Nej,15.005547238044832,15.010841861772153,15.006239378677945,15.00584580431929,15.009851844056014,15.007890151793507,15.006325191134998,15.008975356511732,15.009106703502063,15.011880669425231,15.00837364501417,15.003649069311312,15.01099495921774,15.00672269218998,15.006450823735184,15.009984465076998,15.00632649536652,15.008462812798504,15.014030889457565,15.012228865994299,15.005942978879352,15.009268823170485,15.017185882572933,15.010167044408737,15.00789168929243,15.003029592904985,15.007560395247802,15.003579246344252,15.006893488105979,15.004298625241523,15.00947010129346,15.012465644555096,15.00350114224702,15.006407127097091,15.000281108419271,15.006879985107012,15.012100514205628,15.006710178477029,15.011217332349958,15.00204833287273,15.009821160646338,15.001421372511626,15.014456319357626,15.007158067137219,15.012013142627124,15.011697601332719,15.009738629319406,15.009904715412725,15.011028801194717,15.011868039984678,15.010156036017342,15.007190544116547,25.490655646874135,25.503780896974174,25.484011758549574,25.500117277680303,25.515605011235262,25.498366423492474,25.495241173392433,25.48935574229692,25.508792440052943,25.518186659279095,25.5006544156124,25.498450764921355,25.50619170745221,25.505972235047864,25.505714285714287,25.503891094899497,25.489065780158217,25.500201926924618,25.501231261735462,25.502810662726628,25.512911626188938,25.49482131314064,25.49122448979592,25.49800935758919,25.514496875673345,25.498637916705142,25.504137655062024,25.51462061747776,25.498840151445194,25.504025918059533,25.499820235786622,25.49479576445963,25.492758641918307,25.511566472742942,25.49929048542494,25.5065878659156,25.491456890448486,25.490486656200943,25.492197186566933,25.489201834579987,25.50301382091298,25.49029396373934,25.509162434204452,25.503850155446795,25.503001508295625,25.498813987133314,25.50484747745252,25.492834056699603,25.490521747160404,25.504165666266505,25.490382614584295,25.490927447902237
Wheel spiny,5,13.569723814181561,0.1384752436953374,16.918977604620448,Nej,15.01031316873857,15.004611302520743,15.009259236342027,15.011501323560289,15.009345234026565,15.000068884882879,15.011228335026821,15.008359085415584,15.010502690909513,15.01144054173719,15.004794049114878,15.009068532928824,15.00477607292866,15.015483802288392,14.997230313919095,15.011211194568467,15.008256923845916,15.009902549702963,15.00970456945556,15.008267469735138,15.007664834486146,15.008482144320899,15.00778708074295,15.018661049142096,15.009726675284929,15.010742989011353,15.012321613924778,15.006684806365683,15.007479504498463,15.012215740703727,15.008431203524491,15.006305952996325,15.007044793025798,15.00160382903062,15.008883154071599,15.006054818441942,15.007098746319642,15.016148624687572,15.00806990348786,15.001471927231298,15.005284459337467,15.010830539120038,15.014342274514128,15.001311080784982,15.004818454076586,15.009194839405236,15.009441479975225,15.010217718122291,15.016248146012561,15.009867046975888,14.998215635499133,15.005152954333287,25.5028140486964,25.494240465416937,25.49985009388371,25.498556961246038,25.494637547326622,25.50256625727214,25.499551820728293,25.489692184566135,25.4896518607443,25.512444977991198,25.492362175639485,25.49446455505279,25.501116754394065,25.50100409394527,25.498040139132577,25.503861236802415,25.508067842521623,25.500099116569704,25.505145134977067,25.498524024994612,25.4964170283498,25.51204081632653,25.50569396989565,25.49441930618401,25.50496690984086,25.49780804629544,25.502146089204913,25.501097054206298,25.49326715301505,25.50414842860221,25.50225659494567,25.507346323144642,25.508966663588513,25.495296887985965,25.49847385107889,25.500617477760336,25.497754794225383,25.504393141872132,25.496833810447256,25.492505617631668,25.494035152522546,25.4995191922923,25.497625203927726,25.502491765937144,25.500261643118787,25.50112260288731,25.511114599686028,25.502405885431095,25.490604549512113,25.505158371040725,25.492968879859635,25.49955089728199
Wheel spiny,6,4.814756436429795,0.850148129717886,16.918977604620448,Nej,15.007773736992707,15.002330767811635,15.001226503422528,15.015177097488895,15.004921601405718,15.011517589950106,15.009635871026012,15.007928398500992,15.013012215497975,15.002853853097626,15.00699493026203,15.008786258244037,15.008967174694961,15.009285108921631,15.008689451385782,15.010490460382611,15.012390283877226,15.008230530444138,15.010543230837806,15.013538948662038,15.009303231315437,15.009446275011507,15.007660237766192,15.011671404428883,15.010089012136476,15.007203519442214,15.014626949857515,15.003674840138153,15.009099620665621,15.001665956833735,15.010552556090396,15.005989883570283,15.008415162755806,15.01443936285007,15.00335277561692,15.003242905483374,15.012602706465934,15.003372776974516,15.00186316249322,15.016702235818647,15.005689097369885,15.005966777611226,15.003346731650609,15.007015923344149,15.006286519259966,15.01005658261722,15.008383665298034,15.011693286566038,15.015969325174098,15.016472049610453,15.000541770344837,15.002386149857436,25.502855911595407,25.498047218887557,25.502472681380244,25.505367069904885,25.49751162003263,25.50177301689907,25.501900452488687,25.490404161664667,25.497822513620832,25.49814633545726,25.49559115954074,25.498798288546187,25.502599809154432,25.494104410995167,25.482657678455997,25.503626373626375,25.498176193554343,25.492169483177886,25.510230861575398,25.49706282513005,25.488420599008833,25.504953058146334,25.49184720041863,25.483581740388463,25.51054298642534,25.504648936497677,25.50939575830332,25.49601717610121,25.513313940960998,25.50294425462493,25.501185705051252,25.494014221073044,25.49287838212208,25.499467787114845,25.516769784837013,25.50008772739865,25.50432049742974,25.490886508449535,25.499887647366638,25.507150860344137,25.497240742450828,25.489082402191645,25.512806353310555,25.50023393972974,25.494850247791423,25.510106811955552,25.483822144242314,25.50310862806661,25.51041093360421,25.49852063902484,25.514830855419092,25.501353464462706
Wheel spiny,7,7.773876028104504,0.5570850277508351,16.918977604620448,Nej,15.004940056046669,15.000537019630956,15.012017428237323,15.008819018618036,15.006321481905863,15.00944134338001,15.007822654986269,15.003737464355302,15.009341818264296,15.006256602907785,15.004366922925469,15.007106055564615,15.011952603435146,15.005825377695041,15.012433464832384,15.00685120986596,15.005631530853845,15.008857953431624,15.004795597714864,15.000770960551135,15.012776376266832,15.006497132915499,15.012484258937487,15.014254734007562,15.01762070844344,15.005745638972032,15.009168869423235,15.011214204398327,15.011547686949063,15.010015366735246,15.005560484520617,15.004439364901879,15.007928702390132,15.016741162268907,15.00320751958994,15.006744171428263,15.006060680285819,15.00148369882675,15.010936298700136,15.009821825322815,15.004926791735235,15.007540826593555,15.006868839810252,15.01462008237533,15.009977791259466,15.006502802172472,15.008971716056255,15.006578721156293,15.014694706938124,15.007932817548692,15.014910814259366,15.007444286402535,25.50809554591067,25.481889063317634,25.502788192199958,25.49377320158833,25.489841782866993,25.48721950318589,25.4902881152461,25.497739095638256,25.49508326407486,25.509562286453043,25.497621817957953,25.479481946624805,25.501135838950965,25.511146304675716,25.504670483578046,25.497597500538678,25.488265460030167,25.50480776926155,25.50465971003786,25.49351833040909,25.49970449718349,25.50486194477791,25.515418475082342,25.50922122695232,25.505777695693663,25.49485394157663,25.514853018130328,25.51236710068643,25.50163388432296,25.49475205466802,25.485874965370765,25.49211407639979,25.5056453350571,25.50342383107089,25.50730815403084,25.484509496106135,25.50340690122203,25.50766922153477,25.50483177886539,25.50778095853726,25.489738356881215,25.500736910148674,25.50154215532367,25.500920675962693,25.50602825745683,25.5071487056361,25.50277895773694,25.489332963954812,25.521319912580417,25.503852925785697,25.489772216578938,25.491634192138395
