Algoritm,Iterationer,X^2,PVärde,Gräns värde,Signifikant,Kort0_Std,Kort1_Std,Kort2_Std,Kort3_Std,Kort4_Std,Kort5_Std,Kort6_Std,Kort7_Std,Kort8_Std,Kort9_Std,Kort10_Std,Kort11_Std,Kort12_Std,Kort13_Std,Kort14_Std,Kort15_Std,Kort16_Std,Kort17_Std,Kort18_Std,Kort19_Std,Kort20_Std,Kort21_Std,Kort22_Std,Kort23_Std,Kort24_Std,Kort25_Std,Kort26_Std,Kort27_Std,Kort28_Std,Kort29_Std,Kort30_Std,Kort31_Std,Kort32_Std,Kort33_Std,Kort34_Std,Kort35_Std,Kort36_Std,Kort37_Std,Kort38_Std,Kort39_Std,Kort40_Std,Kort41_Std,Kort42_Std,Kort43_Std,Kort44_Std,Kort45_Std,Kort46_Std,Kort47_Std,Kort48_Std,Kort49_Std,Kort50_Std,Kort51_Std,Kort0_Medelvärde,Kort1_Medelvärde,Kort2_Medelvärde,Kort3_Medelvärde,Kort4_Medelvärde,Kort5_Medelvärde,Kort6_Medelvärde,Kort7_Medelvärde,Kort8_Medelvärde,Kort9_Medelvärde,Kort10_Medelvärde,Kort11_Medelvärde,Kort12_Medelvärde,Kort13_Medelvärde,Kort14_Medelvärde,Kort15_Medelvärde,Kort16_Medelvärde,Kort17_Medelvärde,Kort18_Medelvärde,Kort19_Medelvärde,Kort20_Medelvärde,Kort21_Medelvärde,Kort22_Medelvärde,Kort23_Medelvärde,Kort24_Medelvärde,Kort25_Medelvärde,Kort26_Medelvärde,Kort27_Medelvärde,Kort28_Medelvärde,Kort29_Medelvärde,Kort30_Medelvärde,Kort31_Medelvärde,Kort32_Medelvärde,Kort33_Medelvärde,Kort34_Medelvärde,Kort35_Medelvärde,Kort36_Medelvärde,Kort37_Medelvärde,Kort38_Medelvärde,Kort39_Medelvärde,Kort40_Medelvärde,Kort41_Medelvärde,Kort42_Medelvärde,Kort43_Medelvärde,Kort44_Medelvärde,Kort45_Medelvärde,Kort46_Medelvärde,Kort47_Medelvärde,Kort48_Medelvärde,Kort49_Medelvärde,Kort50_Medelvärde,Kort51_Medelvärde
Gsr riffle shuffle,1,47594874.983364314,0.0,16.918977604620448,Ja,12.999985821971322,13.010349589925584,13.01998319873436,13.028315971126894,13.03629693706095,13.044458404903361,13.051618193309249,13.05873989448841,13.065836615743644,13.07225100037213,13.078291052120985,13.084136375988432,13.089665297634332,13.09477379897223,13.099408661564926,13.1036231379244,13.107770641605017,13.111388948487024,13.114547849752729,13.117289779072635,13.11993891569289,13.122178384545505,13.123442380193312,13.12445588647302,13.125415451257247,13.125523237315535,13.125381331635905,13.125038680985213,13.124370122605622,13.123051542894311,13.121423285774664,13.119243615912318,13.116624793445617,13.113899187117491,13.110986109866564,13.107526674823024,13.1037279874002,13.099316521489072,13.094712360650389,13.089527564071792,13.084047815595568,13.078412204558955,13.072278754651911,13.065702688647285,13.059153291741776,13.051807685688095,13.043871705423935,13.035977206684676,13.027841773002349,13.01917069891231,13.009730937712126,12.99999962719342,13.01919967987195,13.501797334318344,13.967836057499923,14.45738510788931,14.96564379597993,15.437016652814972,15.935648105396005,16.438039523501708,16.919502878074308,17.408769969526272,17.90438483085542,18.39704743435836,18.886273278542188,19.375726906147076,19.859414535044788,20.363081232493,20.84796010711977,21.338113399205834,21.822586573090774,22.32073413980977,22.817340782466832,23.295215316895987,23.767668913719334,24.287763720872963,24.75995936836273,25.24554098562502,25.74698710253332,26.235429864253394,26.729858404900423,27.20429033151722,27.709367439283405,28.18214670483578,28.68080647643673,29.17722288915566,29.671666204943516,30.153343799058085,30.649168590513128,31.128725028472928,31.629633084002833,32.1094046849509,32.60579955058947,33.101709914735125,33.58679441007172,34.076421953396746,34.57935481885062,35.054917967186874,35.541621571705605,36.044346969557054,36.53739095638255,37.02328870009542,37.50376519838705,37.99688675470188
Gsr riffle shuffle,10,3.3668342420324433,0.9479613671912993,16.918977604620448,Nej,15.005135121072668,15.005988288588604,15.010761248583329,15.010102665318751,15.01149037355135,15.007305940670708,15.006824083280152,15.00442049324381,15.01146402837652,15.009871218705868,15.012305636693585,15.010732189103653,15.007791154339325,15.011073246844314,15.00377541840212,15.012633049040112,15.005844380486767,15.01001386567025,15.006575096963799,15.008202933730797,15.007509820285831,15.007010996169724,15.00817210162462,15.00079577795265,15.015167579266981,15.005882622887437,15.006433803584196,15.009112939887382,15.010636631768957,15.0038585836849,15.004759444949073,15.013575060417601,15.004705941650819,15.012686319843148,15.008593458384958,15.009145023478322,15.009494416567202,15.004998562399184,15.008405180624667,15.009313129980436,15.010757266271963,15.005998622844837,15.00527428497801,15.006981863521066,15.008379898131862,15.009644001121163,15.00861036956326,15.009488926833267,15.011260524968256,15.00547178758543,15.012242325415757,15.006083245109057,25.467843445070336,25.473730415243022,25.48199864561209,25.487649213531565,25.47547018807523,25.48031150921907,25.473672853756888,25.490329362514238,25.483500784929355,25.497543940653184,25.492486533074768,25.485932219041462,25.488655462184873,25.492135315664726,25.49087265675501,25.479145196540156,25.49076830732293,25.485856496444732,25.49833348724105,25.486985255640718,25.492409271400867,25.49713762428048,25.49021824114261,25.497083756579556,25.525905439098718,25.492468679779606,25.48394311570782,25.492252901160466,25.498365500046173,25.52756918151876,25.504679718041064,25.520349986148304,25.51402807276757,25.512365253793824,25.499886416104903,25.5002308615754,25.52991258041678,25.501233108628067,25.509771293132637,25.509452396343153,25.52178040446948,25.51728260534983,25.508729030073567,25.524051158925108,25.51475851879213,25.5167260750454,25.517622741404253,25.514701880752302,25.517501154307876,25.51189737433435,25.525861729307106,25.50660264105642
Gsr riffle shuffle,2,10812653.184028499,0.0,16.918977604620448,Ja,14.535950724213091,14.54034920387662,14.537413143656991,14.545137920018,14.552213896178378,14.54938432459534,14.556103030696322,14.558545005380424,14.562521633809817,14.564438996946544,14.564294584846223,14.568957227573238,14.572145654362457,14.568439896017464,14.579287874686974,14.577698385252273,14.583388924733711,14.583984602508473,14.584667512446131,14.58550938818482,14.590452588183405,14.583485582484025,14.586527828665481,14.581701783872004,14.589753944999888,14.579298846437496,14.592067262194917,14.583251609344382,14.584814498210193,14.587006012316204,14.584052615716814,14.586885024078267,14.580449999345374,14.582794031690677,14.578741350441694,14.574599032357455,14.581214675732168,14.583061490794277,14.57435287206536,14.56555231615739,14.56653303123948,14.570327107888778,14.5703309842612,14.563783883523923,14.553942459189294,14.552452919562647,14.554985618582215,14.550989847189456,14.546902530568492,14.539895595741806,14.537174310413874,14.53812029506622,19.358647458983594,19.613229907347556,19.85215624711423,20.096364391910612,20.338383353341335,20.572919629390217,20.82237202573337,21.060120663650075,21.291613876319758,21.530670729830394,21.769486256040878,22.028088466155694,22.258741650506355,22.48690583925878,22.735009388370734,22.98225567149937,23.226971403946195,23.463800904977376,23.68822113460769,23.933063379197833,24.19062332625358,24.428134638470773,24.673815372302766,24.903107396804877,25.12682457598424,25.375219934127497,25.619826699910732,25.851146920306583,26.094057315233787,26.331137993659002,26.57815987933635,26.823529411764707,27.06722442823283,27.294274632930094,27.545099270477422,27.768323637147166,28.025210391849047,28.276721457813895,28.490568842921785,28.742592421584018,28.976544771754856,29.228606211715455,29.47141410410318,29.697029581063195,29.94056053190507,30.190792624742205,30.434527041585866,30.659780527595654,30.915739834395296,31.15584202911934,31.387364792070674,31.627177024656017
Gsr riffle shuffle,3,236033.26720284912,0.0,16.918977604620448,Ja,14.89126616622699,14.891570327385383,14.896439274579512,14.888600143404043,14.898074941528815,14.897890976771254,14.903805843081232,14.90164927631101,14.90819975817875,14.90401364059342,14.902078551845293,14.905650952744189,14.906984545099471,14.905695148562241,14.906313963109467,14.90391382209287,14.906166243485616,14.897959881682894,14.90317153269192,14.91568778517164,14.914896461091985,14.91146687045349,14.910376794153501,14.91010696404866,14.908064648912237,14.911437025607096,14.905972457434936,14.912388955396827,14.904890932569986,14.912062693333,14.90786856848367,14.910690712536262,14.910082687158102,14.912803567584813,14.90292194015516,14.907228261274824,14.906376957250139,14.906041968329204,14.914072081472352,14.907288376812756,14.90705340689056,14.899521893333182,14.898768275631348,14.903385354755983,14.894915597679466,14.904208925779303,14.901569463732091,14.891485027948601,14.893302747498984,14.89489845794186,14.890858507038045,14.891062911724699,22.495861421491675,22.60458798904177,22.738631452581032,22.85509834703112,22.9668396589405,23.078702557946254,23.20437128697633,23.30499461322991,23.415437867454674,23.566803644534737,23.670644565518515,23.797518699787606,23.917379875026935,24.039726659894725,24.134136731615722,24.265809092867915,24.380530365992552,24.498344568596668,24.62941884446086,24.737832363714716,24.855511435343367,24.95753008895866,25.107395265798626,25.20818081078585,25.314056391787485,25.44185274109644,25.547729861175238,25.67092775571767,25.77114261089051,25.917117924092715,26.029077784960137,26.152334164435004,26.273787976729153,26.388893711330685,26.50542340012928,26.63114353433681,26.716957860067104,26.86847600578693,26.959522578262074,27.092893157262907,27.20934927817281,27.32967987194878,27.435398774894573,27.553395512050976,27.679682950103118,27.7942974112722,27.918678548342413,28.027482069750977,28.15264844399298,28.278565580078187,28.394796380090497,28.513399513651613
Gsr riffle shuffle,4,7159.392211498118,0.0,16.918977604620448,Ja,14.974562043155514,14.98258394834101,14.981370479767557,14.97969292933098,14.983589195921816,14.984074865511987,14.985375719516203,14.98240336419029,14.985485627175624,14.988601190623577,14.985340217856809,14.98645391006615,14.98660477405381,14.983024858705171,14.982459119523286,14.985235814443296,14.984011868793056,14.992643714058005,14.979574716816426,14.987745124674035,14.986112377581522,14.984294664610744,14.987438315913511,14.987098923514528,14.990402264829171,14.983943702895443,14.986112543169357,14.986961177070619,14.987075923311616,14.981061986902853,14.983605749333085,14.992281209703018,14.988720515509891,14.985008242486776,14.982505399280631,14.983179462151242,14.98488687169786,14.976474150897067,14.976553406416672,14.980056107692748,14.978215899597568,14.985203429844391,14.985178459164544,14.981460254314866,14.982145575713282,14.973541631083618,14.97799290440961,14.980874676486742,14.982809294407081,14.975926555036244,14.978118096684078,14.977389207736435,24.03935451103518,24.088275002308617,24.13581340228399,24.19708898944193,24.262978422138087,24.32133992058362,24.37693292701696,24.421752393265,24.485155292886386,24.55506972019577,24.603554960445717,24.662193184966295,24.704918582817744,24.79563425370148,24.835677347862223,24.918255917751715,24.945332594576293,25.010602394804074,25.07086003632222,25.113977591036413,25.17783667313079,25.240747375873426,25.296292363099084,25.349585680426017,25.39702219349278,25.472413888632374,25.522233200972696,25.595568381198632,25.65440884045926,25.701981407947795,25.7596918767507,25.82885585003232,25.88374949979992,25.928072151937698,25.98159079016222,26.046934158278695,26.11315233785822,26.15355619170745,26.221172468987596,26.292866992951026,26.352602271677902,26.392489303413672,26.44326930772309,26.512312617354635,26.566070120355835,26.612917166866747,26.69104780373688,26.73649398220827,26.797007110536523,26.837782189798997,26.920845261181395,26.974663096007635
Gsr riffle shuffle,5,445.25144665995686,2.9689090423717565e-90,16.918977604620448,Ja,15.007019375730422,15.00310057709023,15.000527566024006,14.999070729578005,14.999006512645058,15.0032714118239,15.003154851578941,15.008620543597644,15.005030955229678,15.008162139928832,14.99583042828372,14.996934012309268,15.005825756240176,14.998293269111455,14.999638772333569,15.009193227025795,15.007489966218298,15.00374725125252,15.000801995571068,15.005004796677275,15.001417141814171,15.001876461345386,15.006536993714814,15.005375317412623,14.997226758406507,15.0045355876909,15.002726247022625,14.997476912800233,15.001140413981844,15.001796574209243,15.002101839143547,15.001370640370807,15.002879340092425,15.001106427759872,14.999020453608154,15.002095255189133,15.006964120192361,15.010185586933323,15.001725798319583,14.99873098058474,15.006962158980743,15.002189841750793,15.00228478800715,15.001846569748542,15.004387199025967,14.998315903257724,15.001662319913851,14.998226913969184,15.00101314604572,14.998253754887921,14.9985270146042,14.999000703044594,24.77193646689445,24.806446886446885,24.829024532890077,24.86157509157509,24.893940960999785,24.938313171422415,24.948478160494968,24.964186597716008,24.993800904977377,25.04851109674639,25.047345091882907,25.094421768707484,25.117106842737094,25.13302890386924,25.176614953673777,25.190452488687782,25.224090251485208,25.260368762889772,25.296840890202233,25.318590205312894,25.339029765752453,25.374752978114323,25.38804598762582,25.443421984178286,25.46383538030597,25.48829285560378,25.522686920922215,25.546554314033305,25.56958598824145,25.604015760150215,25.62296210792009,25.66577523317019,25.677007110536522,25.70503216671284,25.746029488718566,25.769739280327517,25.789743897559024,25.83225105426786,25.85982885461877,25.87280820020316,25.900953304398683,25.932862683534953,25.962116846738695,25.9862815895589,26.033581740388463,26.051736079047004,26.074215532366793,26.103115092190723,26.150579308646535,26.170739372672145,26.199763289931358,26.23758180195155
Gsr riffle shuffle,6,18.819348105144638,0.0267735121647683,16.918977604620448,Ja,15.004013333686657,15.007201048554016,15.008959654026748,15.005243148667235,15.00842139316124,15.006212431905283,15.00546045810268,14.997997735032556,15.005216619553735,15.00721102138394,15.007790856855413,15.00899639463082,15.008508363929167,15.007587702377398,15.009214991542809,15.007104517330525,15.003965279378896,15.010372995412077,14.997768691338386,15.004748375013317,15.011784288769116,15.003947290808142,15.004426367738503,15.005818351588355,15.007870008998717,15.003730264462805,15.006869959800762,15.0020544830288,15.011787304063773,15.007126262849674,15.007337793335696,15.012646872651455,15.008925794233082,15.007801586018624,15.00741614814354,15.009062369162827,15.01136389639448,15.00756902252262,15.011946873932207,15.008041942869102,15.008472630881352,15.006930602663198,15.004255343397684,15.005873509608872,15.008048127352176,15.009203675601551,15.012778427911057,14.999564301811986,15.003919024088436,15.003408817755973,15.008984389046413,15.00643582869919,25.130410317973343,25.164555668421215,25.169532120540524,25.184751439037154,25.202818358112477,25.207639363437682,25.234198294702498,25.25978360574999,25.259080555299043,25.269406224028074,25.28106873518638,25.281395635177148,25.31075476344384,25.3410788930957,25.344592606273277,25.355578846923386,25.363230522978423,25.37357250592545,25.3951063502324,25.410013851694522,25.42142949487487,25.429306799642934,25.44776187398036,25.467846523224676,25.485312278757657,25.505278111244497,25.511671129990457,25.531224181980484,25.535374149659862,25.548739187982886,25.554809616154152,25.58533013205282,25.590301966940622,25.60174531351002,25.615490196078433,25.6315015236864,25.64652137778188,25.66362545018007,25.661053036599256,25.691062271062272,25.7125822636747,25.714415304583373,25.721394096099978,25.738302090066796,25.75083848924185,25.771882599193525,25.779391448887246,25.790631021639424,25.80955335980546,25.83090682426817,25.845257179794995,25.87089204912734
Gsr riffle shuffle,7,8.477519148439505,0.4868295067485291,16.918977604620448,Nej,15.005687924293976,15.000318487578893,15.004489707524494,15.010703258113345,15.011279850411814,15.007853479651937,15.010757203203232,15.006056136061435,15.006467779542188,15.006201492693908,15.002214762642666,15.013227015363045,15.007750182940322,15.01160122663952,15.004943437833262,15.010622487264996,15.008472624510528,15.01257897315075,15.011119406062727,15.01017965042027,15.009808866412484,15.009396835639718,15.01064689189704,15.008641471257407,15.012675738106335,15.01244736942836,15.006592879109249,15.005793700411413,14.998860444287311,15.012825849541946,14.999779971269739,15.008393266593362,15.008006309475933,15.003851804262592,15.00417984271277,15.007217558977729,15.010921434326026,15.007247575799777,15.004597800576386,15.007143358084065,15.008978950695065,15.009436001206982,15.012717012625167,15.009768544181238,15.00773530616816,15.002248552845048,15.013732450548982,15.004495134238375,14.999471586055535,15.012912510846645,15.009116715268705,15.012856221010495,25.332845138055223,25.338015513897865,25.342183642687843,25.354573213900945,25.367721857973958,25.360228706867364,25.371029026995412,25.383172038045988,25.375488657001263,25.391154615692432,25.384577831132454,25.411524609843937,25.404883799673716,25.401701911533845,25.42402283990519,25.41957305999323,25.43159079016222,25.435637947486686,25.45334010527288,25.451672669067626,25.447988118324254,25.453286545387385,25.467223812601965,25.47474559054391,25.480550681811184,25.493611598485547,25.514878874626774,25.515516052574878,25.51151845353526,25.524615384615384,25.523401360544216,25.53070058792748,25.55452365561609,25.55153507556869,25.556988025979624,25.576999415150677,25.58229476405947,25.5733912026349,25.600520515898666,25.59105734601533,25.60022532089759,25.614446701757625,25.6133321020716,25.617191184165975,25.630782466832887,25.637624896112293,25.634034844707113,25.643252070058793,25.65067780958537,25.660444177671067,25.661264813617755,25.676438575430172
Gsr riffle shuffle,8,14.738461977985898,0.09837506914237297,16.918977604620448,Nej,15.016822729492459,15.00573013032832,15.012803908170799,15.007045302639993,15.008080053193982,15.00195350259073,15.006581760137323,15.01209748119505,15.008601148407685,15.00939442459703,15.005891223456896,15.0088824020754,15.005361623801734,15.009774936638616,15.007758247764187,15.00657954838344,15.009631440865483,15.009707629205046,15.00459183904871,15.007669678964293,15.005512772530578,15.01077736832497,15.004721181661639,15.019636169606452,15.011055549321144,15.009348783758867,14.997600442816106,15.01084488747015,15.007818745047022,15.0100080333001,15.012315121298322,15.003563085439454,15.01057989439501,15.011508430289428,15.003944667640711,15.008299557803564,15.014933324539104,15.010044007315868,15.011337550099439,15.005574128418111,15.008770670827891,15.002758556586027,15.005975812160909,15.004614555926109,15.005776984163967,15.015978640899297,15.00616751275699,15.00082466514502,15.009831229604792,15.013979385856212,15.005625764725453,15.00388197815428,25.419804229384063,25.41891002554868,25.41774802228584,25.43620032628436,25.42529011604642,25.43668759811617,25.416491519684797,25.44119278480623,25.45139101794564,25.443175116200326,25.446496752547173,25.45153445993782,25.443883399513652,25.447590112968264,25.448720103425984,25.464185674269707,25.46370425093114,25.477685843568196,25.45191584326038,25.469787915166066,25.496767630128975,25.493660541139533,25.48910671961092,25.494631391017947,25.49943546649429,25.494758518792132,25.50068735186382,25.512272909163666,25.51274479022378,25.51789792840213,25.50670976082741,25.525290423861854,25.526942777110843,25.504354664942902,25.541788715486195,25.543882783882783,25.547764644319265,25.528399975374764,25.547032967032965,25.56145627481762,25.546876596792565,25.55562132545326,25.552850986548467,25.55068735186382,25.556888909409917,25.554465478499093,25.57615169144581,25.56028349801459,25.570545141133376,25.56669560131745,25.590302274756056,25.60064979838089
Gsr riffle shuffle,9,16.889399527558812,0.050476402585844876,16.918977604620448,Nej,15.005712875465461,15.004556756786522,15.002849965550926,15.014143172522962,15.008712440494952,15.007445272665379,14.999229097886015,15.008388803912787,15.006964851196475,15.010854060893216,15.003804211649232,15.001587263304685,15.00433845566712,15.010681184343865,15.011057541128082,15.011220415992192,15.010415652685532,15.003533627123433,15.01191180722483,15.00823218902663,15.010155228880318,15.007681826254988,15.011727486095333,15.005809022884018,15.011625950904875,15.008438040401582,15.01066092208807,15.010499860642124,15.010083548373842,15.008028046481593,15.010279607698212,15.004472252844844,15.002918562872008,15.008566135924614,15.00898591999563,15.000301814511147,15.009222010263747,15.009695508931443,15.015615274975874,15.006613630953526,15.01279879443593,15.009264158453245,15.014351418652579,15.009982776670999,15.006953561056557,15.009452890769529,15.014824889001344,15.007828693645289,15.006066789692914,15.007879589433138,15.010507430457448,15.005291157699556,25.474403915412317,25.45917905623788,25.46599716809801,25.46998153107397,25.46696555545295,25.47699572136547,25.46428479083941,25.468394434696954,25.478426139686643,25.4779003909256,25.47918367346939,25.477242281527996,25.485366762089452,25.47565487733555,25.46507433742728,25.495737371871826,25.482154092406194,25.48292116846739,25.496992027580262,25.4844310031705,25.49690091421184,25.48597716009481,25.490755379074706,25.486705451411332,25.490831409486873,25.502926709145196,25.496091051805337,25.496407793886785,25.514657555329823,25.508526487518083,25.515523440145287,25.513428140486965,25.498137100994242,25.50478683781205,25.508910333364113,25.516075968849076,25.509122726013484,25.517418044140733,25.526887062517314,25.518599131960478,25.51197063440761,25.51835103272078,25.520311509219074,25.530669806384093,25.535925447101917,25.536222488995598,25.54068889094099,25.52340474651399,25.534719118416596,25.54064394988765,25.53423523255456,25.546902145473574
Soc pile shuffle,1,3426.173370620557,0.0,16.918977604620448,Ja,7.311292883259754,9.824614717022442,11.081063809885295,11.98538948326349,13.346585801558602,14.917561108033226,15.868172331977654,15.905296520620944,15.429563989475147,14.981429294216536,14.594056956291471,14.496892999307196,14.767592942324185,15.080046819548944,15.206205436677172,15.131902736271941,14.999539530277326,14.92892140124479,14.943455211737529,14.998373119713337,15.02575032017674,15.008157206485967,14.99368339343013,14.98798823540309,14.998718619168304,15.010674809153842,15.006878138560069,15.000258316594488,14.993419833511629,14.999398260275962,15.008729355622643,15.016450905268114,14.997709450717622,14.941396994700092,14.927210658378742,15.006293072148546,15.14140020199624,15.199938377118857,15.061538413431517,14.729610234255643,14.439619262161216,14.48904025285795,15.25466305453804,15.580771754615807,15.93753246018822,15.774463699091752,14.708677841367786,13.052483886873011,11.666504782284104,10.76948686334719,9.526679286821885,7.115415228481069,6.956227106227106,14.610848954966603,21.334245390463877,26.18186720842183,28.500773540185303,28.473840613168345,27.103383815064486,25.635687813586973,24.917178871548618,25.04299042694001,23.43962107920091,25.46083048604057,26.2057998584049,26.104756364084096,25.673008588050603,25.316156924308185,25.235731523378583,25.362743558962045,25.506505679194756,25.55790747068058,25.438236525379384,25.484471942623202,25.47040108351033,25.47636439191061,25.493019053775356,25.475530212084834,25.464591682826978,25.46862006340998,25.47484347585188,25.48645581309447,25.46966386554622,25.520020315818634,25.376284359897806,25.437364176439807,25.58861790870194,25.71968787515006,25.618528950041554,25.279499799919968,24.866313602364023,24.800155138978667,25.59089420383538,27.6516378859236,25.653984055160524,25.868571736386862,25.21964878258996,23.820263797826822,22.56064795148829,22.655859266783636,25.107622741404253,30.022300920368146,36.6855680733832,44.134225074645244
Soc pile shuffle,10,8.729203428010372,0.46263732710839633,16.918977604620448,Nej,15.008583118323296,15.004156103248986,15.012698318866631,15.002093420399442,15.006450919468008,15.009764960364823,15.009670304632634,15.006390929043953,15.000155971875733,15.009466492996362,15.00589253648101,15.006512119210758,15.010093300263964,15.01039790977328,15.00829909872566,15.008270984117798,15.010458191839714,15.004656142482489,15.013691647000893,15.007360335933178,15.006884273370481,15.01517670113301,15.006092918733415,15.001470630636636,15.005001629748635,15.004373629939414,15.0133307595156,15.008753030837248,15.008448204003445,15.011406465230396,15.010640214196497,15.012039213321902,15.009998057902886,15.002555379791964,15.0069081958119,15.005253905833728,15.005424557919728,15.00454510223431,15.00677225969009,15.008742772956005,15.011247571942395,15.010513230768433,15.015598814360635,15.012852968526794,15.014137988941874,15.004667886767946,15.013481345156645,15.010110854906381,15.006534978530764,15.009983381908592,15.005088064502095,15.009980761992717,25.499661710838183,25.498771200788006,25.495282420660573,25.492394496260044,25.486885523440144,25.504016991411948,25.506316988333793,25.4976476744544,25.50173176963093,25.497171176162773,25.522913780896975,25.50257733862776,25.491317450056947,25.51224459014375,25.5012134084403,25.48903807676917,25.510524517499306,25.50028749961523,25.487198571736386,25.50289900575615,25.502139009449934,25.51773878782282,25.492303382891617,25.503081232493,25.494624003447534,25.506338227598732,25.500880967771725,25.51398036137532,25.49692492381568,25.501986025179303,25.498724720657492,25.485067873303166,25.503575584079787,25.49188536953243,25.515013697786806,25.491651737618124,25.500417397728324,25.50714131806569,25.50573367808662,25.492246744851787,25.497259211376857,25.502350170837566,25.50378212823591,25.500985317203806,25.49941822882999,25.504814541201096,25.49441930618401,25.49332255979315,25.48379875026934,25.50227567950257,25.504334656939697,25.491690214547358
Soc pile shuffle,2,15.304389206978168,0.08290713468638283,16.918977604620448,Nej,14.814790460364746,14.853601566120378,15.001970262231854,15.00602762330897,15.002434672403698,15.0074184621174,15.01577311913742,15.012119201086868,15.009612660969777,15.010553300639383,15.007474114551504,14.989986853457953,15.005995216719722,15.010675273455005,15.009575521160775,15.01130492359584,15.011387827773902,15.015406692864225,15.003943602255697,15.00500799509895,15.013291396544556,15.004240049710594,15.001874901798042,15.006833533557947,15.014186653973429,15.004655336834663,15.00324419008478,15.008746411427035,15.002701434051428,15.013737938567843,15.007744114530155,15.006203894501864,15.006809824515207,15.006700802351208,15.012191797797232,15.007717125694612,15.009190918275277,15.010330122707828,15.008963123264571,15.01097666123705,14.982371072094129,15.006911076903538,15.041366096821923,14.984388164328923,15.005067407304523,15.005168418968166,15.019903341082331,15.00987328656719,15.002329474063126,15.001824701546035,14.84194071527096,14.745148632035049,22.066492135315666,25.484258626527534,25.54929602610275,25.52201680672269,25.524425154677257,25.5631985101733,25.58476960014775,25.5891338073691,25.5694982608428,25.557094222304308,25.184048388586202,25.537704928125095,25.536213562348017,25.527326622956874,25.523664234924738,25.481897066518915,25.494603379813462,25.467791424262014,25.49336411487672,25.490628559115954,25.474914889032537,25.50625511743159,25.498666851355928,25.486049188906332,25.49708098624065,25.492216578939267,25.512782343706714,25.501959245236556,25.50265059870102,25.49836919383138,25.478079539508112,25.51515560070182,25.475362144857943,25.502235355680735,25.50475020777542,25.50939483485702,25.500388463077538,25.47263797826823,25.470584233693476,25.47623233908948,25.46399144273094,25.88386893218826,25.132924246621727,25.475124203527564,25.488616369624772,25.494826853818452,25.498583125557914,25.48084556899683,25.488329177824976,25.451636039030998,25.51374242004494,29.00432049742974
Soc pile shuffle,3,9.226045633238215,0.41667542384003514,16.918977604620448,Nej,15.010311496196808,15.002533379752977,15.01205070722162,15.005166627438594,15.002759291244491,15.005889655584152,15.00753667760266,15.005477644753006,15.012741561247504,15.014605832944524,15.013154005039475,15.014027591068634,15.011196316023126,15.004030879037504,15.010928924426375,15.006638312359346,15.00780971779972,15.000247034708986,15.006116225143925,15.00630271792909,15.015002072156435,15.007696194556184,15.006296332511045,15.008999943932801,15.010324684787136,15.005464709027605,15.008954208553632,15.006032174230644,15.01136062950092,15.004078082873171,15.007175442523126,15.017257068086515,15.003761369712374,15.00947833202342,15.00300533702182,15.014015105410321,15.00484022551475,15.008404058308138,15.00249071032988,15.016712822093968,15.009807605709986,15.005563334240263,15.005201994786894,15.00702604105303,15.008418658512822,15.00221835588825,15.010061080215904,15.013564999224553,15.015221593421265,15.007578895528543,15.002593275604307,15.00292031431789,25.087470064949056,25.50732723858774,25.49106688829378,25.512983039369594,25.489488102933482,25.50860559608459,25.50032012805122,25.506536152922706,25.517281989718963,25.51489611229107,25.474730815403085,25.501976482900854,25.49116477360175,25.502525010004003,25.49369686336073,25.49273894173054,25.497927786499215,25.49003570659033,25.51315326130452,25.50181949702958,25.49057007418352,25.503126481361775,25.491671129990458,25.49860498045372,25.49760827407886,25.496156924308185,25.5123113860929,25.495389540431557,25.502314156431805,25.50166004863484,25.504504878874627,25.505447409733122,25.49591590482347,25.49487210268723,25.498201434419922,25.50685566534306,25.50646227721858,25.50442546249269,25.502200264721274,25.492090682426817,25.492994120725214,25.537153015052176,25.468121402407117,25.497950872656755,25.501092129159357,25.499250161603104,25.48845230399852,25.500502662603502,25.491078585280267,25.495303352110074,25.497786191399637,25.934181672669066
